game,league,date,slug,g1_winner,g2_winner,series_winner,struct,prematch_price_available
DOTA,Tennisi Stampede Champions Playoffs,2026-03-24,dota2-ill-enjoyb-2026-03-24,Ilbirs eSports,enjoy boys,enjoy boys,2:1 打满,否（无赛前价存档）
DOTA,European Pro League Playoffs,2026-03-24,dota2-vpp-z10-2026-03-24,Zero Tenacity,Zero Tenacity,Zero Tenacity,2:0 横扫,否（无赛前价存档）
DOTA,European Pro League Playoffs,2026-03-24,dota2-lynx-re-2026-03-24,Rune Eaters,Team Lynx,Team Lynx,2:1 打满,否（无赛前价存档）
DOTA,European Pro League Playoffs,2026-03-25,dota2-nemiga-lixoes-2026-03-25,Nemiga Gaming,Nemiga Gaming,Nemiga Gaming,2:0 横扫,否（无赛前价存档）
DOTA,EPL World Series Southeast Asia Playoffs,2026-03-25,dota2-iac-ivo-2026-03-25,Ivory,InterActive Philippines,Ivory,2:1 打满,否（无赛前价存档）
DOTA,European Pro League Playoffs,2026-03-25,dota2-wb-lvlup1-2026-03-25,Level UP,Winter Bear,Winter Bear,2:1 打满,否（无赛前价存档）
DOTA,EPL World Series Southeast Asia Playoffs,2026-03-26,dota2-yg-ivo-2026-03-26,Ivory,Yangon Galacticos,Ivory,2:1 打满,否（无赛前价存档）
DOTA,ESL One Birmingham Playoffs,2026-03-26,dota2-aur1-tundra-2026-03-26,Tundra Esports,Aurora,Tundra Esports,2:1 打满,否（无赛前价存档）
DOTA,Tennisi Stampede Champions Playoffs,2026-03-26,dota2-re-enjoyb-2026-03-26,Rune Eaters,Rune Eaters,Rune Eaters,2:0 横扫,否（无赛前价存档）
DOTA,ESL One Birmingham Playoffs,2026-03-26,dota2-ty-ts8-2026-03-26,Team Yandex,Team Spirit,Team Yandex,2:1 打满,否（无赛前价存档）
DOTA,European Pro League Playoffs,2026-03-25,dota2-re-wb-2026-03-25,Rune Eaters,Winter Bear,Winter Bear,2:1 打满,否（无赛前价存档）
DOTA,ESL One Birmingham Playoffs,2026-03-27,dota2-flc-pari-2026-03-27,PARIVISION,PARIVISION,PARIVISION,2:0 横扫,否（无赛前价存档）
DOTA,ESL One Birmingham Playoffs,2026-03-27,dota2-mouz-xtreme-2026-03-27,MOUZ,Xtreme Gaming,Xtreme Gaming,2:1 打满,否（无赛前价存档）
DOTA,European Pro League Playoffs,2026-03-26,dota2-z10-lynx-2026-03-26,Team Lynx,Zero Tenacity,Team Lynx,2:1 打满,否（无赛前价存档）
DOTA,European Pro League Playoffs,2026-03-26,dota2-vpp-nemiga-2026-03-26,Nemiga Gaming,Nemiga Gaming,Nemiga Gaming,2:0 横扫,否（无赛前价存档）
DOTA,European Pro League Playoffs,2026-03-26,dota2-wb-nemiga-2026-03-26,Nemiga Gaming,Nemiga Gaming,Nemiga Gaming,2:0 横扫,否（无赛前价存档）
DOTA,ESL One Birmingham Playoffs,2026-03-28,dota2-ty-tundra-2026-03-28,Tundra Esports,Tundra Esports,Tundra Esports,2:0 横扫,否（无赛前价存档）
DOTA,European Pro League Playoffs,2026-03-27,dota2-z10-nemiga-2026-03-27,Nemiga Gaming,Zero Tenacity,Zero Tenacity,2:1 打满,否（无赛前价存档）
DOTA,PREMIER SERIES Play-In Group A,2026-03-30,dota2-pr1-vpp-2026-03-30,Power Rangers,Power Rangers,Power Rangers,2:0 横扫,否（无赛前价存档）
DOTA,PREMIER SERIES Play-In Group A,2026-03-30,dota2-pr1-re-2026-03-30,Power Rangers,Power Rangers,Power Rangers,2:0 横扫,否（无赛前价存档）
DOTA,PREMIER SERIES Play-In Group A,2026-03-30,dota2-vpp-re-2026-03-30,VP.Prodigy,Rune Eaters,VP.Prodigy,2:1 打满,否（无赛前价存档）
DOTA,ESL One Birmingham Playoffs,2026-03-27,dota2-ts8-xtreme-2026-03-27,Team Spirit,Xtreme Gaming,Xtreme Gaming,2:1 打满,否（无赛前价存档）
DOTA,ESL One Birmingham Playoffs,2026-03-28,dota2-aur1-pari-2026-03-28,PARIVISION,PARIVISION,PARIVISION,2:0 横扫,否（无赛前价存档）
DOTA,ESL One Birmingham Playoffs,2026-03-28,dota2-xtreme-pari-2026-03-28,PARIVISION,Xtreme Gaming,Xtreme Gaming,2:1 打满,否（无赛前价存档）
DOTA,ESL One Birmingham Playoffs,2026-03-29,dota2-ty-xtreme-2026-03-29,Team Yandex,Xtreme Gaming,Team Yandex,2:1 打满,否（无赛前价存档）
DOTA,PREMIER SERIES Group A,2026-04-01,dota2-1win-yes-2026-04-01,Yellow Submarine,Yellow Submarine,Yellow Submarine,2:0 横扫,否（无赛前价存档）
DOTA,BLAST Slam China Closed Qualifier Playoffs,2026-04-01,dota2-vg-cloudd-2026-04-01,Vici Gaming,Vici Gaming,Vici Gaming,2:0 横扫,否（无赛前价存档）
DOTA,BLAST Slam China Closed Qualifier Playoffs,2026-04-02,dota2-yb1-ngnb-2026-04-02,Yakult Brothers,Yakult Brothers,Yakult Brothers,2:0 横扫,否（无赛前价存档）
DOTA,BLAST Slam Southeast Asia Closed Qualifier Playoffs,2026-04-02,dota2-glyph-kukuys1-2026-04-02,KukuysV3,GLYPH,GLYPH,2:1 打满,否（无赛前价存档）
DOTA,BLAST Slam Europe Closed Qualifier Playoffs,2026-04-02,dota2-mouz-1win-2026-04-02,1win,1win,1win,2:0 横扫,否（无赛前价存档）
DOTA,BLAST Slam Europe Closed Qualifier Playoffs,2026-04-02,dota2-navi-l1ga-2026-04-02,Natus Vincere,L1ga Team,Natus Vincere,2:1 打满,否（无赛前价存档）
DOTA,BLAST Slam China Closed Qualifier Playoffs,2026-04-02,dota2-xtreme-clo-2026-04-02,Xtreme Gaming,Xtreme Gaming,Xtreme Gaming,2:0 横扫,否（无赛前价存档）
DOTA,BLAST Slam Southeast Asia Closed Qualifier Playoffs,2026-04-02,dota2-nem-playti-2026-04-02,Team Nemesis,Team Nemesis,Team Nemesis,2:0 横扫,否（无赛前价存档）
DOTA,BLAST Slam Southeast Asia Closed Qualifier Playoffs,2026-04-02,dota2-xctn-ivo-2026-04-02,Execration,Execration,Execration,2:0 横扫,否（无赛前价存档）
DOTA,PREMIER SERIES Group A,2026-04-04,dota2-1win-vpp-2026-04-04,VP.Prodigy,1win,1win,2:1 打满,否（无赛前价存档）
DOTA,PREMIER SERIES Group B,2026-04-04,dota2-vp-pr1-2026-04-04,Virtus.pro,Virtus.pro,Virtus.pro,2:0 横扫,否（无赛前价存档）
DOTA,PREMIER SERIES Group A,2026-04-04,dota2-yes-z10-2026-04-04,Yellow Submarine,Yellow Submarine,Yellow Submarine,2:0 横扫,否（无赛前价存档）
DOTA,PREMIER SERIES Group A,2026-04-04,dota2-gl-z10-2026-04-04,GamerLegion,GamerLegion,GamerLegion,2:0 横扫,否（无赛前价存档）
DOTA,PREMIER SERIES Group B,2026-04-04,dota2-ngx-pi-2026-04-04,Nigma Galaxy, Pipsqueak+4, Pipsqueak+4,2:1 打满,否（无赛前价存档）
DOTA,BLAST Slam Europe Closed Qualifier Playoffs,2026-04-02,dota2-pari-vp-2026-04-02,PARIVISION,PARIVISION,PARIVISION,2:0 横扫,否（无赛前价存档）
DOTA,BLAST Slam Europe Closed Qualifier Playoffs,2026-04-02,dota2-aur1-lynx-2026-04-02,Aurora,Team Lynx,Aurora,2:1 打满,否（无赛前价存档）
DOTA,BLAST Slam China Closed Qualifier Playoffs,2026-04-02,dota2-roar-mideng-2026-04-02,Mideng Dreamer,Roar Gaming,Roar Gaming,2:1 打满,否（无赛前价存档）
DOTA,BLAST Slam Southeast Asia Closed Qualifier Playoffs,2026-04-02,dota2-rnx-xctn-2026-04-02,REKONIX,REKONIX,REKONIX,2:0 横扫,否（无赛前价存档）
DOTA,European Pro League Group A,2026-04-02,dota2-ill-navij-2026-04-02,Ilbirs eSports,NAVI Junior,NAVI Junior,2:1 打满,否（无赛前价存档）
DOTA,BLAST Slam China Closed Qualifier Playoffs,2026-04-03,dota2-vg-yb1-2026-04-03,Vici Gaming,Yakult Brothers,Yakult Brothers,2:1 打满,否（无赛前价存档）
DOTA,European Pro League Group B,2026-04-02,dota2-modus-re-2026-04-02,Rune Eaters,Rune Eaters,Rune Eaters,2:0 横扫,否（无赛前价存档）
DOTA,BLAST Slam China Closed Qualifier Playoffs,2026-04-03,dota2-xtreme-roar-2026-04-03,Xtreme Gaming,Xtreme Gaming,Xtreme Gaming,2:0 横扫,否（无赛前价存档）
DOTA,European Pro League Group B,2026-04-02,dota2-ave-spirit1-2026-04-02,Spirit Academy,Spirit Academy,Spirit Academy,2:0 横扫,否（无赛前价存档）
DOTA,BLAST Slam Southeast Asia Closed Qualifier Playoffs,2026-04-03,dota2-nem-glyph-2026-04-03,GLYPH,Team Nemesis,GLYPH,2:1 打满,否（无赛前价存档）
DOTA,BLAST Slam Europe Closed Qualifier Playoffs,2026-04-03,dota2-aur1-1win-2026-04-03,Aurora,1win,Aurora,2:1 打满,否（无赛前价存档）
DOTA,European Pro League Group A,2026-04-03,dota2-lynx-ill-2026-04-03,Ilbirs eSports,Team Lynx,Team Lynx,2:1 打满,否（无赛前价存档）
DOTA,European Pro League Group A,2026-04-03,dota2-lynx-nemiga-2026-04-03,Team Lynx,Nemiga Gaming,Team Lynx,2:1 打满,否（无赛前价存档）
DOTA,European Pro League Group B,2026-04-03,dota2-re-vpp-2026-04-03,Rune Eaters,Rune Eaters,Rune Eaters,2:0 横扫,否（无赛前价存档）
DOTA,BLAST Slam Europe Closed Qualifier Playoffs,2026-04-03,dota2-pari-navi-2026-04-03,PARIVISION,PARIVISION,PARIVISION,2:0 横扫,否（无赛前价存档）
DOTA,European Pro League Group B,2026-04-03,dota2-ave-modus-2026-04-03,ALIS VENTORUS,MODUS,MODUS,2:1 打满,否（无赛前价存档）
DOTA,BLAST Slam Southeast Asia Closed Qualifier Playoffs,2026-04-03,dota2-rnx-glyph-2026-04-03,GLYPH,GLYPH,GLYPH,2:0 横扫,否（无赛前价存档）
DOTA,BLAST Slam China Closed Qualifier Playoffs,2026-04-03,dota2-xtreme-yb1-2026-04-03,Xtreme Gaming,Xtreme Gaming,Xtreme Gaming,2:0 横扫,否（无赛前价存档）
DOTA,EPL World Series Southeast Asia Group Stage,2026-04-04,dota2-ess-satan-2026-04-04,Satan666,Satan666,Satan666,2:0 横扫,否（无赛前价存档）
DOTA,European Pro League Group B,2026-04-04,dota2-spirit1-vpp-2026-04-04,Spirit Academy,Spirit Academy,Spirit Academy,2:0 横扫,否（无赛前价存档）
DOTA,European Pro League Group A,2026-04-04,dota2-nemiga-ill-2026-04-04,Nemiga Gaming,Nemiga Gaming,Nemiga Gaming,2:0 横扫,否（无赛前价存档）
DOTA,European Pro League Group B,2026-04-04,dota2-re-ave-2026-04-04,ALIS VENTORUS,Rune Eaters,Rune Eaters,2:1 打满,否（无赛前价存档）
DOTA,European Pro League Group A,2026-04-04,dota2-yes-navij-2026-04-04,Yellow Submarine,Yellow Submarine,Yellow Submarine,2:0 横扫,否（无赛前价存档）
DOTA,EPL World Series Southeast Asia Group Stage,2026-04-04,dota2-ivo-ess-2026-04-04,Ivory,Ivory,Ivory,2:0 横扫,否（无赛前价存档）
DOTA,PREMIER SERIES Group A,2026-04-05,dota2-yes-vpp-2026-04-05,Yellow Submarine,Yellow Submarine,Yellow Submarine,2:0 横扫,否（无赛前价存档）
DOTA,PREMIER SERIES Group B,2026-04-05,dota2-l1ga-pr1-2026-04-05,L1ga Team,L1ga Team,L1ga Team,2:0 横扫,否（无赛前价存档）
DOTA,PREMIER SERIES Group B,2026-04-05,dota2-vp-pi-2026-04-05, Pipsqueak+4,Virtus.pro,Virtus.pro,2:1 打满,否（无赛前价存档）
DOTA,PREMIER SERIES Group B,2026-04-05,dota2-ngx-pr1-2026-04-05,Power Rangers,Nigma Galaxy,Nigma Galaxy,2:1 打满,否（无赛前价存档）
DOTA,PREMIER SERIES Group B,2026-04-05,dota2-vp-l1ga-2026-04-05,L1ga Team,Virtus.pro,L1ga Team,2:1 打满,否（无赛前价存档）
DOTA,European Pro League Group B,2026-04-05,dota2-spirit1-modus-2026-04-05,MODUS,MODUS,MODUS,2:0 横扫,否（无赛前价存档）
DOTA,European Pro League Group A,2026-04-05,dota2-balu-lynx-2026-04-05,Team Lynx,Team Lynx,Team Lynx,2:0 横扫,否（无赛前价存档）
DOTA,European Pro League Group A,2026-04-05,dota2-nemiga-navij-2026-04-05,Nemiga Gaming,Nemiga Gaming,Nemiga Gaming,2:0 横扫,否（无赛前价存档）
DOTA,European Pro League Group A,2026-04-05,dota2-yes-ill-2026-04-05,Yellow Submarine,Yellow Submarine,Yellow Submarine,2:0 横扫,否（无赛前价存档）
DOTA,PREMIER SERIES Group A,2026-04-06,dota2-gl-vpp-2026-04-06,VP.Prodigy,GamerLegion,GamerLegion,2:1 打满,否（无赛前价存档）
DOTA,PREMIER SERIES Group B,2026-04-06,dota2-l1ga-pi-2026-04-06,L1ga Team, Pipsqueak+4,L1ga Team,2:1 打满,否（无赛前价存档）
DOTA,PREMIER SERIES Group A,2026-04-06,dota2-1win-z10-2026-04-06,Zero Tenacity,1win,Zero Tenacity,2:1 打满,否（无赛前价存档）
DOTA,PREMIER SERIES Group B,2026-04-06,dota2-vp-ngx-2026-04-06,Nigma Galaxy,Nigma Galaxy,Nigma Galaxy,2:0 横扫,否（无赛前价存档）
DOTA,PREMIER SERIES Group A,2026-04-06,dota2-gl-yes-2026-04-06,GamerLegion,GamerLegion,GamerLegion,2:0 横扫,否（无赛前价存档）
DOTA,European Pro League Group B,2026-04-06,dota2-vpp-ave-2026-04-06,ALIS VENTORUS,VP.Prodigy,VP.Prodigy,2:1 打满,否（无赛前价存档）
DOTA,European Pro League Group B,2026-04-06,dota2-modus-ic-2026-04-06,Inner Circle,Inner Circle,Inner Circle,2:0 横扫,否（无赛前价存档）
DOTA,European Pro League Group A,2026-04-06,dota2-navij-lynx-2026-04-06,Team Lynx,Team Lynx,Team Lynx,2:0 横扫,否（无赛前价存档）
DOTA,European Pro League Group B,2026-04-06,dota2-re-ic-2026-04-06,Inner Circle,Rune Eaters,Inner Circle,2:1 打满,否（无赛前价存档）
DOTA,EPL World Series Southeast Asia Group Stage,2026-04-06,dota2-iac-ess-2026-04-06,InterActive Philippines,InterActive Philippines,InterActive Philippines,2:0 横扫,否（无赛前价存档）
DOTA,EPL World Series Southeast Asia Group Stage,2026-04-05,dota2-cloudd-ivo-2026-04-05,Ivory,Cloud Dawning,Ivory,2:1 打满,否（无赛前价存档）
DOTA,PREMIER SERIES Group A,2026-04-07,dota2-gl-1win-2026-04-07,GamerLegion,1win,GamerLegion,2:1 打满,否（无赛前价存档）
DOTA,PREMIER SERIES Group B,2026-04-07,dota2-ngx-l1ga-2026-04-07,Nigma Galaxy,Nigma Galaxy,Nigma Galaxy,2:0 横扫,否（无赛前价存档）
DOTA,PREMIER SERIES Group B,2026-04-07,dota2-pi-pr1-2026-04-07,Power Rangers,Power Rangers,Power Rangers,2:0 横扫,否（无赛前价存档）
DOTA,PREMIER SERIES Group A,2026-04-07,dota2-vpp-z10-2026-04-07,Zero Tenacity,Zero Tenacity,Zero Tenacity,2:0 横扫,否（无赛前价存档）
DOTA,EPL World Series Southeast Asia Group Stage,2026-04-06,dota2-satan-cloudd-2026-04-06,Satan666,Satan666,Satan666,2:0 横扫,否（无赛前价存档）
DOTA,European Pro League Group B,2026-04-07,dota2-spirit1-ic-2026-04-07,Inner Circle,Inner Circle,Inner Circle,2:0 横扫,否（无赛前价存档）
DOTA,European Pro League Group A,2026-04-07,dota2-ill-balu-2026-04-07,Ilbirs eSports,Ilbirs eSports,Ilbirs eSports,2:0 横扫,否（无赛前价存档）
DOTA,European Pro League Group A,2026-04-07,dota2-nemiga-yes-2026-04-07,Yellow Submarine,Nemiga Gaming,Yellow Submarine,2:1 打满,否（无赛前价存档）
DOTA,European Pro League Group B,2026-04-07,dota2-vpp-modus-2026-04-07,MODUS,MODUS,MODUS,2:0 横扫,否（无赛前价存档）
DOTA,EPL World Series Southeast Asia Group Stage,2026-04-07,dota2-iac-ivo-2026-04-07,InterActive Philippines,InterActive Philippines,InterActive Philippines,2:0 横扫,否（无赛前价存档）
DOTA,PREMIER SERIES Playoffs,2026-04-08,dota2-pari-gl-2026-04-08,PARIVISION,PARIVISION,PARIVISION,2:0 横扫,否（无赛前价存档）
DOTA,PREMIER SERIES Playoffs,2026-04-08,dota2-mouz-heroic-2026-04-08,MOUZ,MOUZ,MOUZ,2:0 横扫,否（无赛前价存档）
DOTA,PREMIER SERIES Group Stage Decider,2026-04-07,dota2-yes-l1ga-2026-04-07,Yellow Submarine,L1ga Team,L1ga Team,2:1 打满,否（无赛前价存档）
DOTA,PREMIER SERIES Playoffs,2026-04-08,dota2-ts8-ngx-2026-04-08,Team Spirit,Nigma Galaxy,Nigma Galaxy,2:1 打满,否（无赛前价存档）
DOTA,PREMIER SERIES Playoffs,2026-04-08,dota2-liquid-l1ga-2026-04-08,L1ga Team,Team Liquid,L1ga Team,2:1 打满,否（无赛前价存档）
DOTA,European Pro League Group A,2026-04-09,dota2-lynx-yes-2026-04-09,Yellow Submarine,Yellow Submarine,Yellow Submarine,2:0 横扫,否（无赛前价存档）
DOTA,European Pro League Group B,2026-04-09,dota2-vpp-ic-2026-04-09,Inner Circle,Inner Circle,Inner Circle,2:0 横扫,否（无赛前价存档）
DOTA,European Pro League Group A,2026-04-09,dota2-navij-balu-2026-04-09,BALU,NAVI Junior,NAVI Junior,2:1 打满,否（无赛前价存档）
DOTA,PREMIER SERIES Playoffs,2026-04-09,dota2-pari-ngx-2026-04-09,PARIVISION,PARIVISION,PARIVISION,2:0 横扫,否（无赛前价存档）
DOTA,PREMIER SERIES Playoffs,2026-04-09,dota2-gl-ts8-2026-04-09,GamerLegion,Team Spirit,GamerLegion,2:1 打满,否（无赛前价存档）
DOTA,DreamLeague Southeast Asia Open Qualifier 1 Playoffs,2026-04-09,dota2-playti-nem-2026-04-09,Team Nemesis,Team Nemesis,Team Nemesis,2:0 横扫,否（无赛前价存档）
DOTA,EPL World Series Southeast Asia Group Stage,2026-04-09,dota2-iac-satan-2026-04-09,Satan666,InterActive Philippines,InterActive Philippines,2:1 打满,否（无赛前价存档）
DOTA,PREMIER SERIES Playoffs,2026-04-09,dota2-liquid-heroic-2026-04-09,Team Liquid,Team Liquid,Team Liquid,2:0 横扫,否（无赛前价存档）
DOTA,PREMIER SERIES Playoffs,2026-04-09,dota2-l1ga-mouz-2026-04-09,L1ga Team,MOUZ,MOUZ,2:1 打满,否（无赛前价存档）
DOTA,DreamLeague Eastern Europe Open Qualifier 1 Playoffs,2026-04-09,dota2-shiza-nemiga-2026-04-09,Nemiga Gaming,Nemiga Gaming,Nemiga Gaming,2:0 横扫,否（无赛前价存档）
DOTA,DreamLeague Western Europe Open Qualifier 1 Playoffs,2026-04-09,dota2-lynx-balu-2026-04-09,Team Lynx,Team Lynx,Team Lynx,2:0 横扫,否（无赛前价存档）
DOTA,PREMIER SERIES Playoffs,2026-04-10,dota2-ngx-liquid-2026-04-10,Nigma Galaxy,Team Liquid,Nigma Galaxy,2:1 打满,否（无赛前价存档）
DOTA,PREMIER SERIES Playoffs,2026-04-10,dota2-pari-mouz-2026-04-10,PARIVISION,PARIVISION,PARIVISION,2:0 横扫,否（无赛前价存档）
DOTA,PREMIER SERIES Playoffs,2026-04-10,dota2-l1ga-gl-2026-04-10,GamerLegion,L1ga Team,GamerLegion,2:1 打满,否（无赛前价存档）
DOTA,EPL World Series Southeast Asia Group Stage,2026-04-11,dota2-winter-satan-2026-04-11,WinteR SquadronS,Satan666,WinteR SquadronS,2:1 打满,否（无赛前价存档）
DOTA,European Pro League Group A,2026-04-11,dota2-balu-yes-2026-04-11,Yellow Submarine,Yellow Submarine,Yellow Submarine,2:0 横扫,否（无赛前价存档）
DOTA,DreamLeague Southeast Asia Open Qualifier 2 Playoffs,2026-04-11,dota2-glyph-playti-2026-04-11,GLYPH,PlayTime,GLYPH,2:1 打满,否（无赛前价存档）
DOTA,PREMIER SERIES Playoffs,2026-04-10,dota2-gl-ngx-2026-04-10,GamerLegion,Nigma Galaxy,Nigma Galaxy,2:1 打满,否（无赛前价存档）
DOTA,PREMIER SERIES Playoffs,2026-04-11,dota2-mouz-ngx-2026-04-11,Nigma Galaxy,Nigma Galaxy,Nigma Galaxy,2:0 横扫,否（无赛前价存档）
DOTA,DreamLeague Eastern Europe Open Qualifier 2 Playoffs,2026-04-11,dota2-cb3-enjoyb-2026-04-11,Cheeki_Breeki,Cheeki_Breeki,Cheeki_Breeki,2:0 横扫,否（无赛前价存档）
DOTA,DreamLeague Western Europe Open Qualifier 2 Playoffs,2026-04-11,dota2-ave-lev1-2026-04-11,ALIS VENTORUS,ALIS VENTORUS,ALIS VENTORUS,2:0 横扫,否（无赛前价存档）
DOTA,DreamLeague Western Europe Closed Qualifier Playoffs,2026-04-12,dota2-navi-ngx-2026-04-12,Natus Vincere,Natus Vincere,Natus Vincere,2:0 横扫,否（无赛前价存档）
DOTA,DreamLeague Western Europe Closed Qualifier Playoffs,2026-04-12,dota2-liquid-ave-2026-04-12,Team Liquid,Team Liquid,Team Liquid,2:0 横扫,否（无赛前价存档）
DOTA,DreamLeague Western Europe Closed Qualifier Playoffs,2026-04-12,dota2-mouz-lynx-2026-04-12,Team Lynx,MOUZ,MOUZ,2:1 打满,否（无赛前价存档）
DOTA,DreamLeague Western Europe Closed Qualifier Playoffs,2026-04-12,dota2-vp-z10-2026-04-12,Virtus.pro,Virtus.pro,Virtus.pro,2:0 横扫,否（无赛前价存档）
DOTA,DreamLeague Eastern Europe Closed Qualifier Playoffs,2026-04-12,dota2-pr-nemiga-2026-04-12,Nemiga Gaming,Nemiga Gaming,Nemiga Gaming,2:0 横扫,否（无赛前价存档）
DOTA,DreamLeague Eastern Europe Closed Qualifier Playoffs,2026-04-12,dota2-l1ga-re-2026-04-12,Rune Eaters,L1ga Team,L1ga Team,2:1 打满,否（无赛前价存档）
DOTA,DreamLeague Eastern Europe Closed Qualifier Playoffs,2026-04-12,dota2-1win-modus-2026-04-12,1win,1win,1win,2:0 横扫,否（无赛前价存档）
DOTA,DreamLeague Southeast Asia Closed Qualifier Playoffs,2026-04-12,dota2-og-glyph-2026-04-12,OG,OG,OG,2:0 横扫,否（无赛前价存档）
DOTA,DreamLeague Southeast Asia Closed Qualifier Playoffs,2026-04-12,dota2-ivo-yg-2026-04-12,Ivory,Ivory,Ivory,2:0 横扫,否（无赛前价存档）
DOTA,DreamLeague Southeast Asia Closed Qualifier Playoffs,2026-04-12,dota2-xctn-carst-2026-04-12,Carstensz,Execration,Carstensz,2:1 打满,否（无赛前价存档）
DOTA,DreamLeague Southeast Asia Closed Qualifier Playoffs,2026-04-12,dota2-rnx-nem-2026-04-12,Team Nemesis,Team Nemesis,Team Nemesis,2:0 横扫,否（无赛前价存档）
DOTA,DreamLeague China Closed Qualifier Playoffs,2026-04-12,dota2-yb1-cloudd-2026-04-12,Cloud Dawning,Cloud Dawning,Cloud Dawning,2:0 横扫,否（无赛前价存档）
DOTA,DreamLeague China Closed Qualifier Playoffs,2026-04-12,dota2-roar-mideng-2026-04-12,Mideng Dreamer,Mideng Dreamer,Mideng Dreamer,2:0 横扫,否（无赛前价存档）
DOTA,DreamLeague China Closed Qualifier Playoffs,2026-04-12,dota2-tr7-clo-2026-04-12,Team Resilience,Team Resilience,Team Resilience,2:0 横扫,否（无赛前价存档）
DOTA,DreamLeague China Closed Qualifier Playoffs,2026-04-12,dota2-cloudd-tr7-2026-04-12,Team Resilience,Team Resilience,Team Resilience,2:0 横扫,否（无赛前价存档）
DOTA,DreamLeague China Closed Qualifier Playoffs,2026-04-13,dota2-yb1-clo-2026-04-13,Yakult Brothers,Cloud Rising,Yakult Brothers,2:1 打满,否（无赛前价存档）
DOTA,DreamLeague Southeast Asia Closed Qualifier Playoffs,2026-04-12,dota2-og-ivo-2026-04-12,Ivory,Ivory,Ivory,2:0 横扫,否（无赛前价存档）
DOTA,DreamLeague Eastern Europe Closed Qualifier Playoffs,2026-04-12,dota2-bb4-cb3-2026-04-12,Cheeki_Breeki,BetBoom Team,Cheeki_Breeki,2:1 打满,否（无赛前价存档）
DOTA,DreamLeague China Closed Qualifier Playoffs,2026-04-12,dota2-mideng-vg-2026-04-12,Vici Gaming,Vici Gaming,Vici Gaming,2:0 横扫,否（无赛前价存档）
DOTA,DreamLeague Southeast Asia Closed Qualifier Playoffs,2026-04-12,dota2-nem-carst-2026-04-12,Team Nemesis,Team Nemesis,Team Nemesis,2:0 横扫,否（无赛前价存档）
DOTA,DreamLeague Southeast Asia Closed Qualifier Playoffs,2026-04-13,dota2-glyph-yg-2026-04-13,GLYPH,GLYPH,GLYPH,2:0 横扫,否（无赛前价存档）
DOTA,DreamLeague Southeast Asia Closed Qualifier Playoffs,2026-04-13,dota2-rnx-xctn-2026-04-13,REKONIX,REKONIX,REKONIX,2:0 横扫,否（无赛前价存档）
DOTA,DreamLeague Western Europe Closed Qualifier Playoffs,2026-04-12,dota2-liquid-navi-2026-04-12,Natus Vincere,Team Liquid,Natus Vincere,2:1 打满,否（无赛前价存档）
DOTA,DreamLeague Western Europe Closed Qualifier Playoffs,2026-04-13,dota2-ave-ngx-2026-04-13,ALIS VENTORUS,Nigma Galaxy,ALIS VENTORUS,2:1 打满,否（无赛前价存档）
DOTA,DreamLeague Eastern Europe Closed Qualifier Playoffs,2026-04-12,dota2-l1ga-cb3-2026-04-12,L1ga Team,Cheeki_Breeki,L1ga Team,2:1 打满,否（无赛前价存档）
DOTA,DreamLeague Eastern Europe Closed Qualifier Playoffs,2026-04-13,dota2-re-bb4-2026-04-13,BetBoom Team,BetBoom Team,BetBoom Team,2:0 横扫,否（无赛前价存档）
DOTA,DreamLeague Eastern Europe Closed Qualifier Playoffs,2026-04-12,dota2-nemiga-1win-2026-04-12,Nemiga Gaming,1win,Nemiga Gaming,2:1 打满,否（无赛前价存档）
DOTA,EPL World Series Southeast Asia Group Stage,2026-04-13,dota2-ess-winter-2026-04-13,WinteR SquadronS,Team Essence,WinteR SquadronS,2:1 打满,否（无赛前价存档）
DOTA,DreamLeague Eastern Europe Closed Qualifier Playoffs,2026-04-13,dota2-pr-modus-2026-04-13,MODUS,Power Rangers,Power Rangers,2:1 打满,否（无赛前价存档）
DOTA,DreamLeague Southeast Asia Closed Qualifier Playoffs,2026-04-13,dota2-ivo-nem-2026-04-13,Team Nemesis,Ivory,Ivory,2:1 打满,否（无赛前价存档）
DOTA,DreamLeague Western Europe Closed Qualifier Playoffs,2026-04-13,dota2-z10-lynx-2026-04-13,Team Lynx,Zero Tenacity,Team Lynx,2:1 打满,否（无赛前价存档）
DOTA,DreamLeague Western Europe Closed Qualifier Playoffs,2026-04-13,dota2-vp-mouz-2026-04-13,Virtus.pro,MOUZ,Virtus.pro,2:1 打满,否（无赛前价存档）
DOTA,DreamLeague China Closed Qualifier Playoffs,2026-04-13,dota2-vg-tr7-2026-04-13,Vici Gaming,Vici Gaming,Vici Gaming,2:0 横扫,否（无赛前价存档）
DOTA,DreamLeague Eastern Europe Closed Qualifier Playoffs,2026-04-13,dota2-l1ga-nemiga-2026-04-13,L1ga Team,L1ga Team,L1ga Team,2:0 横扫,否（无赛前价存档）
DOTA,DreamLeague China Closed Qualifier Playoffs,2026-04-13,dota2-roar-tgoali-2026-04-13,The goal of all life is death,Roar Gaming,Roar Gaming,2:1 打满,否（无赛前价存档）
DOTA,European Pro League Playoffs,2026-04-13,dota2-lynx-modus-2026-04-13,MODUS,Team Lynx,Team Lynx,2:1 打满,否（无赛前价存档）
